test_name,left_set,right_set,priority
BLD-EL-Lighting Fixtures-vs-BLD-ME-Flex Pipes,BLD-EL-Lighting Fixtures,BLD-ME-Flex Pipes,C
BLD-EL-Lighting Fixtures-vs-BLD-ME-Mechanical Equipment,BLD-EL-Lighting Fixtures,BLD-ME-Mechanical Equipment,B
BLD-EL-Lighting Fixtures-vs-BLD-ME-Pipe Accessories,BLD-EL-Lighting Fixtures,BLD-ME-Pipe Accessories,B
BLD-EL-Lighting Fixtures-vs-BLD-ME-Pipes&Pipe Fittings,BLD-EL-Lighting Fixtures,BLD-ME-Pipes&Pipe Fittings,B
BLD-EL-Lighting Fixtures-vs-BLD-ME-Plumbing Fixtures,BLD-EL-Lighting Fixtures,BLD-ME-Plumbing Fixtures,B
BLD-EL-Lighting Fixtures-vs-BLD-PL-Mechanical Equipment,BLD-EL-Lighting Fixtures,BLD-PL-Mechanical Equipment,A
BLD-EL-Lighting Fixtures-vs-BLD-PL-Pipe Accessories,BLD-EL-Lighting Fixtures,BLD-PL-Pipe Accessories,B
BLD-EL-Lighting Fixtures-vs-BLD-PL-Pipe Insulations,BLD-EL-Lighting Fixtures,BLD-PL-Pipe Insulations,C
BLD-EL-Lighting Fixtures-vs-BLD-PL-Pipes & Pipe Fittings,BLD-EL-Lighting Fixtures,BLD-PL-Pipes & Pipe Fittings,B
BLD-EL-Lighting Fixtures-vs-BLD-PL-Plumbing Fixtures,BLD-EL-Lighting Fixtures,BLD-PL-Plumbing Fixtures,B
BLD-EL-Lighting Fixtures-vs-BLD-ST-Columns,BLD-EL-Lighting Fixtures,BLD-ST-Columns,A
BLD-EL-Lighting Fixtures-vs-BLD-ST-Floors,BLD-EL-Lighting Fixtures,BLD-ST-Floors,A
BLD-EL-Lighting Fixtures-vs-BLD-ST-Foundation,BLD-EL-Lighting Fixtures,BLD-ST-Foundation,A
BLD-EL-Lighting Fixtures-vs-BLD-ST-Framing,BLD-EL-Lighting Fixtures,BLD-ST-Framing,A
BLD-EL-Lighting Fixtures-vs-BLD-ST-Stair,BLD-EL-Lighting Fixtures,BLD-ST-Stair,A
BLD-EL-Lighting Fixtures-vs-BLD-ST-Walls,BLD-EL-Lighting Fixtures,BLD-ST-Walls,A
BLD-EL-Telecom Equipment-vs-BLD-AR-Casework,BLD-EL-Telecom Equipment,BLD-AR-Casework,B
BLD-EL-Telecom Equipment-vs-BLD-AR-Ceilings,BLD-EL-Telecom Equipment,BLD-AR-Ceilings,A
BLD-EL-Telecom Equipment-vs-BLD-AR-Columns,BLD-EL-Telecom Equipment,BLD-AR-Columns,A
BLD-EL-Telecom Equipment-vs-BLD-AR-Curtain Mullions,BLD-EL-Telecom Equipment,BLD-AR-Curtain Mullions,A
BLD-EL-Telecom Equipment-vs-BLD-AR-Curtain Panels,BLD-EL-Telecom Equipment,BLD-AR-Curtain Panels,A
BLD-EL-Telecom Equipment-vs-BLD-AR-Doors,BLD-EL-Telecom Equipment,BLD-AR-Doors,A
BLD-EL-Telecom Equipment-vs-BLD-AR-Floors,BLD-EL-Telecom Equipment,BLD-AR-Floors,A
BLD-EL-Telecom Equipment-vs-BLD-AR-Furniture,BLD-EL-Telecom Equipment,BLD-AR-Furniture,B
BLD-EL-Telecom Equipment-vs-BLD-AR-Parking,BLD-EL-Telecom Equipment,BLD-AR-Parking,B
BLD-EL-Telecom Equipment-vs-BLD-AR-Railings,BLD-EL-Telecom Equipment,BLD-AR-Railings,B
BLD-EL-Telecom Equipment-vs-BLD-AR-Ramps,BLD-EL-Telecom Equipment,BLD-AR-Ramps,A
BLD-EL-Telecom Equipment-vs-BLD-AR-Roofs,BLD-EL-Telecom Equipment,BLD-AR-Roofs,A
BLD-EL-Telecom Equipment-vs-BLD-AR-Site,BLD-EL-Telecom Equipment,BLD-AR-Site,B
BLD-EL-Telecom Equipment-vs-BLD-AR-Stairs,BLD-EL-Telecom Equipment,BLD-AR-Stairs,A
BLD-EL-Telecom Equipment-vs-BLD-AR-Walls,BLD-EL-Telecom Equipment,BLD-AR-Walls,A
BLD-EL-Telecom Equipment-vs-BLD-AR-Windows,BLD-EL-Telecom Equipment,BLD-AR-Windows,A
BLD-EL-Telecom Equipment-vs-BLD-DR-Mechanical Equipment,BLD-EL-Telecom Equipment,BLD-DR-Mechanical Equipment,B
BLD-EL-Telecom Equipment-vs-BLD-DR-Pipe Accessories,BLD-EL-Telecom Equipment,BLD-DR-Pipe Accessories,B
BLD-EL-Telecom Equipment-vs-BLD-DR-Pipe Insulations,BLD-EL-Telecom Equipment,BLD-DR-Pipe Insulations,C
BLD-EL-Telecom Equipment-vs-BLD-DR-Pipes & Pipe Fittings,BLD-EL-Telecom Equipment,BLD-DR-Pipes & Pipe Fittings,B
BLD-EL-Telecom Equipment-vs-BLD-DR-Plumbing Fixtures,BLD-EL-Telecom Equipment,BLD-DR-Plumbing Fixtures,B
BLD-EL-Telecom Equipment-vs-BLD-EL-Cable Tray&Cable Tray Fittings,BLD-EL-Telecom Equipment,BLD-EL-Cable Tray&Cable Tray Fittings,B
BLD-EL-Telecom Equipment-vs-BLD-EL-Conduits & Conduit Fittings,BLD-EL-Telecom Equipment,BLD-EL-Conduits & Conduit Fittings,C
BLD-EL-Telecom Equipment-vs-BLD-EL-Devices,BLD-EL-Telecom Equipment,BLD-EL-Devices,B
BLD-EL-Telecom Equipment-vs-BLD-EL-Electrical Equipment,BLD-EL-Telecom Equipment,BLD-EL-Electrical Equipment,B
BLD-EL-Telecom Equipment-vs-BLD-EL-Electrical Fixtures,BLD-EL-Telecom Equipment,BLD-EL-Electrical Fixtures,B
BLD-EL-Telecom Equipment-vs-BLD-EL-Fire Alarm Devices,BLD-EL-Telecom Equipment,BLD-EL-Fire Alarm Devices,B
BLD-EL-Telecom Equipment-vs-BLD-EL-Lighting Devices,BLD-EL-Telecom Equipment,BLD-EL-Lighting Devices,B
BLD-EL-Telecom Equipment-vs-BLD-EL-Lighting Fixtures,BLD-EL-Telecom Equipment,BLD-EL-Lighting Fixtures,B
BLD-EL-Telecom Equipment-vs-BLD-FF-Mechanical Equipment,BLD-EL-Telecom Equipment,BLD-FF-Mechanical Equipment,B
BLD-EL-Telecom Equipment-vs-BLD-FF-Pipe Accessories,BLD-EL-Telecom Equipment,BLD-FF-Pipe Accessories,B
BLD-EL-Telecom Equipment-vs-BLD-FF-Pipe Insulations,BLD-EL-Telecom Equipment,BLD-FF-Pipe Insulations,C
BLD-EL-Telecom Equipment-vs-BLD-FF-Pipes & Pipe Fittings,BLD-EL-Telecom Equipment,BLD-FF-Pipes & Pipe Fittings,B
BLD-EL-Telecom Equipment-vs-BLD-FF-Plumbing Fixtures,BLD-EL-Telecom Equipment,BLD-FF-Plumbing Fixtures,B
BLD-EL-Telecom Equipment-vs-BLD-FF-Sprinklers,BLD-EL-Telecom Equipment,BLD-FF-Sprinklers,B
BLD-EL-Telecom Equipment-vs-BLD-ME-Air Terminals,BLD-EL-Telecom Equipment,BLD-ME-Air Terminals,B
BLD-EL-Telecom Equipment-vs-BLD-ME-Duct Accessory,BLD-EL-Telecom Equipment,BLD-ME-Duct Accessory,B
BLD-EL-Telecom Equipment-vs-BLD-ME-Ducts&Duct Fittings,BLD-EL-Telecom Equipment,BLD-ME-Ducts&Duct Fittings,B
BLD-EL-Telecom Equipment-vs-BLD-ME-Flex Ducts,BLD-EL-Telecom Equipment,BLD-ME-Flex Ducts,C
BLD-EL-Telecom Equipment-vs-BLD-ME-Flex Pipes,BLD-EL-Telecom Equipment,BLD-ME-Flex Pipes,C
BLD-EL-Telecom Equipment-vs-BLD-ME-Mechanical Equipment,BLD-EL-Telecom Equipment,BLD-ME-Mechanical Equipment,B
BLD-EL-Telecom Equipment-vs-BLD-ME-Pipe Accessories,BLD-EL-Telecom Equipment,BLD-ME-Pipe Accessories,B
BLD-EL-Telecom Equipment-vs-BLD-ME-Pipes&Pipe Fittings,BLD-EL-Telecom Equipment,BLD-ME-Pipes&Pipe Fittings,B
BLD-EL-Telecom Equipment-vs-BLD-ME-Plumbing Fixtures,BLD-EL-Telecom Equipment,BLD-ME-Plumbing Fixtures,B
BLD-EL-Telecom Equipment-vs-BLD-PL-Mechanical Equipment,BLD-EL-Telecom Equipment,BLD-PL-Mechanical Equipment,A
BLD-EL-Telecom Equipment-vs-BLD-PL-Pipe Accessories,BLD-EL-Telecom Equipment,BLD-PL-Pipe Accessories,B
BLD-EL-Telecom Equipment-vs-BLD-PL-Pipe Insulations,BLD-EL-Telecom Equipment,BLD-PL-Pipe Insulations,C
BLD-EL-Telecom Equipment-vs-BLD-PL-Pipes & Pipe Fittings,BLD-EL-Telecom Equipment,BLD-PL-Pipes & Pipe Fittings,B
BLD-EL-Telecom Equipment-vs-BLD-PL-Plumbing Fixtures,BLD-EL-Telecom Equipment,BLD-PL-Plumbing Fixtures,B
BLD-EL-Telecom Equipment-vs-BLD-ST-Columns,BLD-EL-Telecom Equipment,BLD-ST-Columns,A
BLD-EL-Telecom Equipment-vs-BLD-ST-Floors,BLD-EL-Telecom Equipment,BLD-ST-Floors,A
BLD-EL-Telecom Equipment-vs-BLD-ST-Foundation,BLD-EL-Telecom Equipment,BLD-ST-Foundation,A
BLD-EL-Telecom Equipment-vs-BLD-ST-Framing,BLD-EL-Telecom Equipment,BLD-ST-Framing,A
BLD-EL-Telecom Equipment-vs-BLD-ST-Stair,BLD-EL-Telecom Equipment,BLD-ST-Stair,A
BLD-EL-Telecom Equipment-vs-BLD-ST-Walls,BLD-EL-Telecom Equipment,BLD-ST-Walls,A
BLD-EL-Telecom Fixtures-vs-BLD-AR-Casework,BLD-EL-Telecom Fixtures,BLD-AR-Casework,C
BLD-EL-Telecom Fixtures-vs-BLD-AR-Ceilings,BLD-EL-Telecom Fixtures,BLD-AR-Ceilings,C
BLD-EL-Telecom Fixtures-vs-BLD-AR-Columns,BLD-EL-Telecom Fixtures,BLD-AR-Columns,C
BLD-EL-Telecom Fixtures-vs-BLD-AR-Curtain Mullions,BLD-EL-Telecom Fixtures,BLD-AR-Curtain Mullions,C
BLD-EL-Telecom Fixtures-vs-BLD-AR-Curtain Panels,BLD-EL-Telecom Fixtures,BLD-AR-Curtain Panels,C
BLD-EL-Telecom Fixtures-vs-BLD-AR-Doors,BLD-EL-Telecom Fixtures,BLD-AR-Doors,C
BLD-EL-Telecom Fixtures-vs-BLD-AR-Floors,BLD-EL-Telecom Fixtures,BLD-AR-Floors,C
BLD-EL-Telecom Fixtures-vs-BLD-AR-Furniture,BLD-EL-Telecom Fixtures,BLD-AR-Furniture,C
BLD-EL-Telecom Fixtures-vs-BLD-AR-Parking,BLD-EL-Telecom Fixtures,BLD-AR-Parking,C
BLD-EL-Telecom Fixtures-vs-BLD-AR-Railings,BLD-EL-Telecom Fixtures,BLD-AR-Railings,C
BLD-EL-Telecom Fixtures-vs-BLD-AR-Ramps,BLD-EL-Telecom Fixtures,BLD-AR-Ramps,C
BLD-EL-Telecom Fixtures-vs-BLD-AR-Roofs,BLD-EL-Telecom Fixtures,BLD-AR-Roofs,C
BLD-EL-Telecom Fixtures-vs-BLD-AR-Site,BLD-EL-Telecom Fixtures,BLD-AR-Site,C
BLD-EL-Telecom Fixtures-vs-BLD-AR-Stairs,BLD-EL-Telecom Fixtures,BLD-AR-Stairs,C
BLD-EL-Telecom Fixtures-vs-BLD-AR-Walls,BLD-EL-Telecom Fixtures,BLD-AR-Walls,C
BLD-EL-Telecom Fixtures-vs-BLD-AR-Windows,BLD-EL-Telecom Fixtures,BLD-AR-Windows,C
BLD-EL-Telecom Fixtures-vs-BLD-DR-Mechanical Equipment,BLD-EL-Telecom Fixtures,BLD-DR-Mechanical Equipment,C
BLD-EL-Telecom Fixtures-vs-BLD-DR-Pipe Accessories,BLD-EL-Telecom Fixtures,BLD-DR-Pipe Accessories,C
BLD-EL-Telecom Fixtures-vs-BLD-DR-Pipe Insulations,BLD-EL-Telecom Fixtures,BLD-DR-Pipe Insulations,C
BLD-EL-Telecom Fixtures-vs-BLD-DR-Pipes & Pipe Fittings,BLD-EL-Telecom Fixtures,BLD-DR-Pipes & Pipe Fittings,C
BLD-EL-Telecom Fixtures-vs-BLD-DR-Plumbing Fixtures,BLD-EL-Telecom Fixtures,BLD-DR-Plumbing Fixtures,C
BLD-EL-Telecom Fixtures-vs-BLD-EL-Cable Tray&Cable Tray Fittings,BLD-EL-Telecom Fixtures,BLD-EL-Cable Tray&Cable Tray Fittings,C
BLD-EL-Telecom Fixtures-vs-BLD-EL-Conduits & Conduit Fittings,BLD-EL-Telecom Fixtures,BLD-EL-Conduits & Conduit Fittings,C
BLD-EL-Telecom Fixtures-vs-BLD-EL-Devices,BLD-EL-Telecom Fixtures,BLD-EL-Devices,C
BLD-EL-Telecom Fixtures-vs-BLD-EL-Electrical Equipment,BLD-EL-Telecom Fixtures,BLD-EL-Electrical Equipment,C
BLD-EL-Telecom Fixtures-vs-BLD-EL-Electrical Fixtures,BLD-EL-Telecom Fixtures,BLD-EL-Electrical Fixtures,C
BLD-EL-Telecom Fixtures-vs-BLD-EL-Fire Alarm Devices,BLD-EL-Telecom Fixtures,BLD-EL-Fire Alarm Devices,C
BLD-EL-Telecom Fixtures-vs-BLD-EL-Lighting Devices,BLD-EL-Telecom Fixtures,BLD-EL-Lighting Devices,C
BLD-EL-Telecom Fixtures-vs-BLD-EL-Lighting Fixtures,BLD-EL-Telecom Fixtures,BLD-EL-Lighting Fixtures,C
BLD-EL-Telecom Fixtures-vs-BLD-EL-Telecom Equipment,BLD-EL-Telecom Fixtures,BLD-EL-Telecom Equipment,C
BLD-EL-Telecom Fixtures-vs-BLD-FF-Mechanical Equipment,BLD-EL-Telecom Fixtures,BLD-FF-Mechanical Equipment,C
BLD-EL-Telecom Fixtures-vs-BLD-FF-Pipe Accessories,BLD-EL-Telecom Fixtures,BLD-FF-Pipe Accessories,C
BLD-EL-Telecom Fixtures-vs-BLD-FF-Pipe Insulations,BLD-EL-Telecom Fixtures,BLD-FF-Pipe Insulations,C
BLD-EL-Telecom Fixtures-vs-BLD-FF-Pipes & Pipe Fittings,BLD-EL-Telecom Fixtures,BLD-FF-Pipes & Pipe Fittings,C
BLD-EL-Telecom Fixtures-vs-BLD-FF-Plumbing Fixtures,BLD-EL-Telecom Fixtures,BLD-FF-Plumbing Fixtures,C
BLD-EL-Telecom Fixtures-vs-BLD-FF-Sprinklers,BLD-EL-Telecom Fixtures,BLD-FF-Sprinklers,C
BLD-EL-Telecom Fixtures-vs-BLD-ME-Air Terminals,BLD-EL-Telecom Fixtures,BLD-ME-Air Terminals,C
BLD-EL-Telecom Fixtures-vs-BLD-ME-Duct Accessory,BLD-EL-Telecom Fixtures,BLD-ME-Duct Accessory,C
BLD-EL-Telecom Fixtures-vs-BLD-ME-Ducts&Duct Fittings,BLD-EL-Telecom Fixtures,BLD-ME-Ducts&Duct Fittings,C
BLD-EL-Telecom Fixtures-vs-BLD-ME-Flex Ducts,BLD-EL-Telecom Fixtures,BLD-ME-Flex Ducts,C
BLD-EL-Telecom Fixtures-vs-BLD-ME-Flex Pipes,BLD-EL-Telecom Fixtures,BLD-ME-Flex Pipes,C
BLD-EL-Telecom Fixtures-vs-BLD-ME-Mechanical Equipment,BLD-EL-Telecom Fixtures,BLD-ME-Mechanical Equipment,C
BLD-EL-Telecom Fixtures-vs-BLD-ME-Pipe Accessories,BLD-EL-Telecom Fixtures,BLD-ME-Pipe Accessories,C
BLD-EL-Telecom Fixtures-vs-BLD-ME-Pipes&Pipe Fittings,BLD-EL-Telecom Fixtures,BLD-ME-Pipes&Pipe Fittings,C
BLD-EL-Telecom Fixtures-vs-BLD-ME-Plumbing Fixtures,BLD-EL-Telecom Fixtures,BLD-ME-Plumbing Fixtures,C
BLD-EL-Telecom Fixtures-vs-BLD-PL-Mechanical Equipment,BLD-EL-Telecom Fixtures,BLD-PL-Mechanical Equipment,C
BLD-EL-Telecom Fixtures-vs-BLD-PL-Pipe Accessories,BLD-EL-Telecom Fixtures,BLD-PL-Pipe Accessories,C
BLD-EL-Telecom Fixtures-vs-BLD-PL-Pipe Insulations,BLD-EL-Telecom Fixtures,BLD-PL-Pipe Insulations,C
BLD-EL-Telecom Fixtures-vs-BLD-PL-Pipes & Pipe Fittings,BLD-EL-Telecom Fixtures,BLD-PL-Pipes & Pipe Fittings,C
BLD-EL-Telecom Fixtures-vs-BLD-PL-Plumbing Fixtures,BLD-EL-Telecom Fixtures,BLD-PL-Plumbing Fixtures,C
BLD-EL-Telecom Fixtures-vs-BLD-ST-Columns,BLD-EL-Telecom Fixtures,BLD-ST-Columns,A
BLD-EL-Telecom Fixtures-vs-BLD-ST-Floors,BLD-EL-Telecom Fixtures,BLD-ST-Floors,A
BLD-EL-Telecom Fixtures-vs-BLD-ST-Foundation,BLD-EL-Telecom Fixtures,BLD-ST-Foundation,A
BLD-EL-Telecom Fixtures-vs-BLD-ST-Framing,BLD-EL-Telecom Fixtures,BLD-ST-Framing,A
BLD-EL-Telecom Fixtures-vs-BLD-ST-Stair,BLD-EL-Telecom Fixtures,BLD-ST-Stair,A
BLD-EL-Telecom Fixtures-vs-BLD-ST-Walls,BLD-EL-Telecom Fixtures,BLD-ST-Walls,A
BLD-EL-Telephone Devices-vs-BLD-AR-Casework,BLD-EL-Telephone Devices,BLD-AR-Casework,C
BLD-EL-Telephone Devices-vs-BLD-AR-Ceilings,BLD-EL-Telephone Devices,BLD-AR-Ceilings,C
BLD-EL-Telephone Devices-vs-BLD-AR-Columns,BLD-EL-Telephone Devices,BLD-AR-Columns,C
BLD-EL-Telephone Devices-vs-BLD-AR-Curtain Mullions,BLD-EL-Telephone Devices,BLD-AR-Curtain Mullions,C
BLD-EL-Telephone Devices-vs-BLD-AR-Curtain Panels,BLD-EL-Telephone Devices,BLD-AR-Curtain Panels,C
BLD-EL-Telephone Devices-vs-BLD-AR-Doors,BLD-EL-Telephone Devices,BLD-AR-Doors,C
BLD-EL-Telephone Devices-vs-BLD-AR-Floors,BLD-EL-Telephone Devices,BLD-AR-Floors,C
BLD-EL-Telephone Devices-vs-BLD-AR-Furniture,BLD-EL-Telephone Devices,BLD-AR-Furniture,C
BLD-EL-Telephone Devices-vs-BLD-AR-Parking,BLD-EL-Telephone Devices,BLD-AR-Parking,C
BLD-EL-Telephone Devices-vs-BLD-AR-Railings,BLD-EL-Telephone Devices,BLD-AR-Railings,C
BLD-EL-Telephone Devices-vs-BLD-AR-Ramps,BLD-EL-Telephone Devices,BLD-AR-Ramps,C
BLD-EL-Telephone Devices-vs-BLD-AR-Roofs,BLD-EL-Telephone Devices,BLD-AR-Roofs,C
BLD-EL-Telephone Devices-vs-BLD-AR-Site,BLD-EL-Telephone Devices,BLD-AR-Site,C
BLD-EL-Telephone Devices-vs-BLD-AR-Stairs,BLD-EL-Telephone Devices,BLD-AR-Stairs,C
BLD-EL-Telephone Devices-vs-BLD-AR-Walls,BLD-EL-Telephone Devices,BLD-AR-Walls,C
BLD-EL-Telephone Devices-vs-BLD-AR-Windows,BLD-EL-Telephone Devices,BLD-AR-Windows,C
BLD-EL-Telephone Devices-vs-BLD-DR-Mechanical Equipment,BLD-EL-Telephone Devices,BLD-DR-Mechanical Equipment,C
BLD-EL-Telephone Devices-vs-BLD-DR-Pipe Accessories,BLD-EL-Telephone Devices,BLD-DR-Pipe Accessories,C
BLD-EL-Telephone Devices-vs-BLD-DR-Pipe Insulations,BLD-EL-Telephone Devices,BLD-DR-Pipe Insulations,C
BLD-EL-Telephone Devices-vs-BLD-DR-Pipes & Pipe Fittings,BLD-EL-Telephone Devices,BLD-DR-Pipes & Pipe Fittings,C
BLD-EL-Telephone Devices-vs-BLD-DR-Plumbing Fixtures,BLD-EL-Telephone Devices,BLD-DR-Plumbing Fixtures,C
BLD-EL-Telephone Devices-vs-BLD-EL-Cable Tray&Cable Tray Fittings,BLD-EL-Telephone Devices,BLD-EL-Cable Tray&Cable Tray Fittings,C
BLD-EL-Telephone Devices-vs-BLD-EL-Communication Devices,BLD-EL-Telephone Devices,BLD-EL-Communication Devices,C
BLD-EL-Telephone Devices-vs-BLD-EL-Conduits & Conduit Fittings,BLD-EL-Telephone Devices,BLD-EL-Conduits & Conduit Fittings,C
BLD-EL-Telephone Devices-vs-BLD-EL-Devices,BLD-EL-Telephone Devices,BLD-EL-Devices,C
BLD-EL-Telephone Devices-vs-BLD-EL-Electrical Equipment,BLD-EL-Telephone Devices,BLD-EL-Electrical Equipment,C
BLD-EL-Telephone Devices-vs-BLD-EL-Electrical Fixtures,BLD-EL-Telephone Devices,BLD-EL-Electrical Fixtures,C
BLD-EL-Telephone Devices-vs-BLD-EL-Fire Alarm Devices,BLD-EL-Telephone Devices,BLD-EL-Fire Alarm Devices,C
BLD-EL-Telephone Devices-vs-BLD-EL-Lighting Devices,BLD-EL-Telephone Devices,BLD-EL-Lighting Devices,C
BLD-EL-Telephone Devices-vs-BLD-EL-Lighting Fixtures,BLD-EL-Telephone Devices,BLD-EL-Lighting Fixtures,C
BLD-EL-Telephone Devices-vs-BLD-EL-Telecom Equipment,BLD-EL-Telephone Devices,BLD-EL-Telecom Equipment,C
BLD-EL-Telephone Devices-vs-BLD-EL-Telecom Fixtures,BLD-EL-Telephone Devices,BLD-EL-Telecom Fixtures,C
BLD-EL-Telephone Devices-vs-BLD-FF-Mechanical Equipment,BLD-EL-Telephone Devices,BLD-FF-Mechanical Equipment,C
BLD-EL-Telephone Devices-vs-BLD-FF-Pipe Accessories,BLD-EL-Telephone Devices,BLD-FF-Pipe Accessories,C
BLD-EL-Telephone Devices-vs-BLD-FF-Pipe Insulations,BLD-EL-Telephone Devices,BLD-FF-Pipe Insulations,C
BLD-EL-Telephone Devices-vs-BLD-FF-Pipes & Pipe Fittings,BLD-EL-Telephone Devices,BLD-FF-Pipes & Pipe Fittings,C
BLD-EL-Telephone Devices-vs-BLD-FF-Plumbing Fixtures,BLD-EL-Telephone Devices,BLD-FF-Plumbing Fixtures,C
BLD-EL-Telephone Devices-vs-BLD-FF-Sprinklers,BLD-EL-Telephone Devices,BLD-FF-Sprinklers,C
BLD-EL-Telephone Devices-vs-BLD-ME-Air Terminals,BLD-EL-Telephone Devices,BLD-ME-Air Terminals,C
BLD-EL-Telephone Devices-vs-BLD-ME-Duct Accessory,BLD-EL-Telephone Devices,BLD-ME-Duct Accessory,C
BLD-EL-Telephone Devices-vs-BLD-ME-Ducts&Duct Fittings,BLD-EL-Telephone Devices,BLD-ME-Ducts&Duct Fittings,C
BLD-EL-Telephone Devices-vs-BLD-ME-Flex Ducts,BLD-EL-Telephone Devices,BLD-ME-Flex Ducts,C
BLD-EL-Telephone Devices-vs-BLD-ME-Flex Pipes,BLD-EL-Telephone Devices,BLD-ME-Flex Pipes,C
BLD-EL-Telephone Devices-vs-BLD-ME-Mechanical Equipment,BLD-EL-Telephone Devices,BLD-ME-Mechanical Equipment,C
BLD-EL-Telephone Devices-vs-BLD-ME-Pipe Accessories,BLD-EL-Telephone Devices,BLD-ME-Pipe Accessories,C
BLD-EL-Telephone Devices-vs-BLD-ME-Pipes&Pipe Fittings,BLD-EL-Telephone Devices,BLD-ME-Pipes&Pipe Fittings,C
BLD-EL-Telephone Devices-vs-BLD-ME-Plumbing Fixtures,BLD-EL-Telephone Devices,BLD-ME-Plumbing Fixtures,C
BLD-EL-Telephone Devices-vs-BLD-PL-Mechanical Equipment,BLD-EL-Telephone Devices,BLD-PL-Mechanical Equipment,C
BLD-EL-Telephone Devices-vs-BLD-PL-Pipe Accessories,BLD-EL-Telephone Devices,BLD-PL-Pipe Accessories,C
BLD-EL-Telephone Devices-vs-BLD-PL-Pipe Insulations,BLD-EL-Telephone Devices,BLD-PL-Pipe Insulations,C
BLD-EL-Telephone Devices-vs-BLD-PL-Pipes & Pipe Fittings,BLD-EL-Telephone Devices,BLD-PL-Pipes & Pipe Fittings,C
BLD-EL-Telephone Devices-vs-BLD-PL-Plumbing Fixtures,BLD-EL-Telephone Devices,BLD-PL-Plumbing Fixtures,C
BLD-EL-Telephone Devices-vs-BLD-ST-Columns,BLD-EL-Telephone Devices,BLD-ST-Columns,A
BLD-EL-Telephone Devices-vs-BLD-ST-Floors,BLD-EL-Telephone Devices,BLD-ST-Floors,A
BLD-EL-Telephone Devices-vs-BLD-ST-Foundation,BLD-EL-Telephone Devices,BLD-ST-Foundation,A
BLD-EL-Telephone Devices-vs-BLD-ST-Framing,BLD-EL-Telephone Devices,BLD-ST-Framing,A
BLD-EL-Telephone Devices-vs-BLD-ST-Stair,BLD-EL-Telephone Devices,BLD-ST-Stair,A
BLD-EL-Telephone Devices-vs-BLD-ST-Walls,BLD-EL-Telephone Devices,BLD-ST-Walls,A
BLD-EL-Telephone Devices-vs-BLD-Security Devices,BLD-EL-Telephone Devices,BLD-Security Devices,C
BLD-FF-Mechanical Equipment-vs-BLD-AR-Casework,BLD-FF-Mechanical Equipment,BLD-AR-Casework,B
BLD-FF-Mechanical Equipment-vs-BLD-AR-Ceilings,BLD-FF-Mechanical Equipment,BLD-AR-Ceilings,A
BLD-FF-Mechanical Equipment-vs-BLD-AR-Columns,BLD-FF-Mechanical Equipment,BLD-AR-Columns,A
BLD-FF-Mechanical Equipment-vs-BLD-AR-Curtain Mullions,BLD-FF-Mechanical Equipment,BLD-AR-Curtain Mullions,A
BLD-FF-Mechanical Equipment-vs-BLD-AR-Curtain Panels,BLD-FF-Mechanical Equipment,BLD-AR-Curtain Panels,A
BLD-FF-Mechanical Equipment-vs-BLD-AR-Doors,BLD-FF-Mechanical Equipment,BLD-AR-Doors,A
BLD-FF-Mechanical Equipment-vs-BLD-AR-Floors,BLD-FF-Mechanical Equipment,BLD-AR-Floors,A
BLD-FF-Mechanical Equipment-vs-BLD-AR-Furniture,BLD-FF-Mechanical Equipment,BLD-AR-Furniture,B
BLD-FF-Mechanical Equipment-vs-BLD-AR-Parking,BLD-FF-Mechanical Equipment,BLD-AR-Parking,B
BLD-FF-Mechanical Equipment-vs-BLD-AR-Railings,BLD-FF-Mechanical Equipment,BLD-AR-Railings,B
BLD-FF-Mechanical Equipment-vs-BLD-AR-Ramps,BLD-FF-Mechanical Equipment,BLD-AR-Ramps,A
BLD-FF-Mechanical Equipment-vs-BLD-AR-Roofs,BLD-FF-Mechanical Equipment,BLD-AR-Roofs,A
BLD-FF-Mechanical Equipment-vs-BLD-AR-Site,BLD-FF-Mechanical Equipment,BLD-AR-Site,B
BLD-FF-Mechanical Equipment-vs-BLD-AR-Stairs,BLD-FF-Mechanical Equipment,BLD-AR-Stairs,A
BLD-FF-Mechanical Equipment-vs-BLD-AR-Walls,BLD-FF-Mechanical Equipment,BLD-AR-Walls,A
BLD-FF-Mechanical Equipment-vs-BLD-AR-Windows,BLD-FF-Mechanical Equipment,BLD-AR-Windows,A
BLD-FF-Mechanical Equipment-vs-BLD-ME-Air Terminals,BLD-FF-Mechanical Equipment,BLD-ME-Air Terminals,A
BLD-FF-Mechanical Equipment-vs-BLD-ME-Duct Accessory,BLD-FF-Mechanical Equipment,BLD-ME-Duct Accessory,A
BLD-FF-Mechanical Equipment-vs-BLD-ME-Ducts&Duct Fittings,BLD-FF-Mechanical Equipment,BLD-ME-Ducts&Duct Fittings,A
BLD-FF-Mechanical Equipment-vs-BLD-ME-Flex Ducts,BLD-FF-Mechanical Equipment,BLD-ME-Flex Ducts,C
BLD-FF-Mechanical Equipment-vs-BLD-ME-Flex Pipes,BLD-FF-Mechanical Equipment,BLD-ME-Flex Pipes,C
BLD-FF-Mechanical Equipment-vs-BLD-ME-Mechanical Equipment,BLD-FF-Mechanical Equipment,BLD-ME-Mechanical Equipment,A
